genres,avaliacoes_negativas_percentual,concorrentes
"Sexual Content;Nudity;Adventure;Casual;Indie",18.22806667,6
"Violent;Gore;Action;Casual;Early Access",18.18180000,1
"Casual;Indie;Massively Multiplayer",18.18180000,1
"Sexual Content;Nudity;Action;Adventure;RPG",18.18180000,1
"Casual;Indie;Simulation;Audio Production",18.18180000,1
Casual;Indie;RPG;Simulation;Sports;Strategy,18.06693333,3
"Adventure;Indie;RPG;Strategy;Early Access",17.90035000,14
"Adventure;Indie;Strategy;Early Access",17.77682857,14
Nudity;Violent;Gore;Action;Adventure;Indie;RPG,17.72150000,2
"Action;Casual;Indie;Early Access",17.62066111,90
"Design & Illustration;Photo Editing",17.60650000,3
Action;Casual;Indie;RPG;Strategy,17.53767500,4
"Action;Adventure;Casual;Indie;Massively Multiplayer",17.49215714,7
"Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy",17.39130000,1
Violent;RPG,17.38847500,4
"Action;Adventure;Casual;Indie;Massively Multiplayer;Early Access",17.32210000,3
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG",17.24140000,1
"Action;Indie;Sports;Strategy;Early Access",17.16665000,2
"Sexual Content;Violent;Adventure;Indie;Strategy",17.09560000,1
Action;Adventure;RPG;Simulation;Strategy,17.03310000,3
"Animation & Modeling;Design & Illustration;Web Publishing",17.03000000,2
"Animation & Modeling;Video Production",16.96930000,1
"Animation & Modeling;Utilities",16.93547500,4
"Indie;Racing;Simulation;Early Access",16.89514286,7
"Sexual Content;Adventure;Casual;Indie",16.74958000,5
"Indie;RPG;Simulation;Early Access",16.74533333,9
"Sexual Content;Nudity;Violent;Gore;Indie;Simulation",16.71790000,1
"Action;Adventure;Casual;Indie;Racing;Simulation;Early Access",16.66670000,1
Violent;Simulation,16.66670000,1
"Violent;Gore;Action;Adventure;Strategy;Early Access",16.66670000,1
Gore;Casual;Indie;Simulation;Strategy,16.66670000,1
"Action;Adventure;Casual;Indie;Simulation;Sports;Early Access",16.66670000,1
Casual;Indie;Simulation;Education,16.66670000,1
Violent;Casual;Indie;Strategy,16.66665000,2
Violent;Gore;Action;Indie;Simulation;Sports;Strategy,16.58160000,1
Action;Strategy;Casual,16.51090000,1
Action;Indie;Sports,16.49869672,61
"Animation & Modeling",16.45835000,2
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Early Access",16.20060000,1
Gore;Simulation;Strategy,16.12900000,1
Violent;Gore;Action;Indie;Racing,16.09720000,3
Nudity;Violent;Gore;Action;Casual,16.07145000,2
Gore;Action;Adventure;Strategy,16.00000000,1
"Animation & Modeling;Design & Illustration;Utilities;Video Production;Early Access",15.78950000,1
Violent;Gore;Action;Simulation;Sports,15.78950000,1
Nudity;Action,15.71430000,1
Action;Indie;RPG;Sports,15.59055000,2
"Casual;Indie;RPG;Simulation;Early Access",15.42846667,3
"Indie;Racing;Sports;Strategy;Early Access",15.38460000,1
Sports;Casual,15.27780000,1
Nudity;Casual,15.00000000,1
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG",15.00000000,2
"Indie;Massively Multiplayer",14.83515000,2
"Sexual Content;Nudity;Indie;RPG;Simulation;Strategy",14.82060000,1
"Sexual Content;Nudity;Indie;Strategy",14.81480000,1
"Sexual Content;Simulation",14.73680000,1
Racing;Simulation;Sports;Strategy,14.55355000,2
Violent;Gore;Action;Casual;Sports,14.38360000,1
"Casual;RPG;Strategy;Early Access",14.28570000,1
Action;Adventure;Indie;Simulation;Sports,14.28570000,3
Violent;Adventure;Indie;RPG,14.28570000,1
Action;Adventure;Casual;Sports,14.28570000,1
Simulation;Education,14.28570000,1
"Indie;Massively Multiplayer;RPG;Simulation;Early Access",14.28570000,1
"Violent;Gore;Action;Adventure;Casual;Early Access",14.28570000,1
"Sexual Content;Violent;Gore;Adventure;Indie;Simulation",14.28570000,1
"Action;Adventure;Massively Multiplayer;Simulation;Strategy;Early Access",14.28570000,1
"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access",14.26810000,3
Strategy;Simulation,14.20483333,3
Adventure;Indie;Sports,14.19275000,2
"Design & Illustration;Utilities;Web Publishing",14.13790000,1
"Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;Simulation;Sports;Early Access",14.00000000,1
"Action;Casual;Indie;Racing;Early Access",13.13487500,4
Violent;Adventure;Casual,13.07492000,5
"Sexual Content;Violent;Adventure;Indie",12.97470000,1
Indie;Racing;Simulation;Strategy,12.82050000,1
"Sexual Content;Nudity;Violent;Action;Casual;Indie",12.82050000,1
Violent;Gore;Action;Indie;RPG;Strategy,12.79760000,2
Gore;Indie;Simulation;Strategy,12.78600000,1
"Sexual Content;Violent;Indie",12.76785000,2
"Casual;Indie;Massively Multiplayer;RPG;Early Access",12.50000000,2
Action;Sports;Strategy,12.50000000,1
"Action;Adventure;Casual;Indie;Racing;Simulation;Strategy;Early Access",12.50000000,1
"Action;Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access",12.50000000,1
Action;Adventure;Racing;Simulation;Strategy,12.25810000,1
"Adventure;Free to Play;Indie;RPG",12.24490000,1
"Sexual Content;Nudity;Action",12.22490000,1
"Action;Adventure;Casual;Sports;Strategy;Early Access",12.17950000,1
"Action;Indie;Racing;Simulation;Sports;Early Access",12.15667500,4
Violent;Gore;Adventure;Indie;RPG,12.03971667,6
"Sexual Content;Violent;Adventure;Casual;Indie;RPG;Simulation",12.00000000,1
Action;Casual;Sports,11.98073636,11
"Sexual Content;Nudity;Adventure;Casual",11.93214000,10
"Design & Illustration;Utilities;Game Development",11.90480000,1
Gore;Casual;Indie;Simulation,11.90475000,2
"Action;Indie;Racing;Simulation;Early Access",11.87095000,2
Nudity;Indie;RPG,11.80555000,2
Nudity;Violent;Action;Adventure;Casual;Indie;Simulation,11.76470000,1
Gore;Adventure;Simulation,11.53850000,1
RPG;Indie,11.49790000,4
"Animation & Modeling;Design & Illustration;Game Development",11.17645000,2
Action;Indie;Racing;Simulation;Sports;Strategy,11.11110000,1
"Casual;Indie;Sports;Strategy;Early Access",11.11110000,2
"Adventure;Casual;Indie;Animation & Modeling;Education;Video Production",11.11110000,1
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG",11.11110000,1
Strategy;RPG;Indie,10.75350000,2
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Web Publishing",10.71430000,1
"Action;Casual;Indie;Massively Multiplayer;Simulation;Early Access",10.71430000,2
"Indie;Simulation;Audio Production;Early Access",10.70435000,2
"Adventure;RPG;Early Access",10.63350000,2
"Sexual Content;Violent;Action;Casual;Indie",10.58820000,1
Violent;Adventure;Casual;Indie;Simulation,10.52630000,1
"Animation & Modeling;Education;Utilities;Web Publishing",10.33480000,1
"Casual;Indie;Racing;Early Access",10.31470000,2
Nudity;Action;Casual,10.00000000,1
"Adventure;Indie;Racing;RPG;Simulation;Early Access",10.00000000,2
"Action;Casual;Indie;Massively Multiplayer;Sports;Strategy",10.00000000,1
"Sexual Content;Adventure;RPG;Strategy",9.89580000,1
"Action;Indie;Racing;Sports;Early Access",9.87805000,4
Gore;Indie;Simulation,9.77720000,1
"Education;Software Training",9.47370000,2
"Design & Illustration;Web Publishing",9.45043333,3
"Web Publishing",9.44440000,1
RPG;Sports;Strategy,9.09090000,1
"Action;Casual;Indie;RPG;Sports;Strategy;Early Access",9.09090000,1
Nudity;Simulation,9.09090000,1
Adventure;Casual;Indie;Racing;Simulation;Sports;Strategy,9.09090000,1
"Sexual Content;Casual;Indie;Simulation",8.90103333,3
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie",8.65200000,2
"Casual;Indie;Racing;Simulation;Early Access",8.62070000,2
"Action;Racing;Sports;Early Access",8.51650000,1
Adventure;Indie;Racing;Simulation;Sports,8.45070000,1
"Animation & Modeling;Utilities;Early Access",8.36640000,4
"Action;Casual;Indie;Racing;Sports;Early Access",8.33335000,2
"Audio Production;Utilities;Early Access",8.33330000,1
Indie;Racing;RPG;Sports,8.30770000,1
"Adventure;Free to Play;Simulation",8.00000000,1
Simulation;Utilities,8.00000000,1
Adventure;Indie;Racing,7.92515000,4
"Sexual Content;Nudity;Adventure;Indie;RPG",7.79450000,1
Gore;Adventure;Indie;RPG,7.76970000,2
"Animation & Modeling;Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing",7.33940000,1
"Action;Casual;Massively Multiplayer",7.27270000,1
"Animation & Modeling;Design & Illustration;Education;Video Production;Game Development;Early Access",7.14290000,1
"Action;Casual;Free to Play;Indie;Strategy",7.08960000,1
"Sexual Content;Adventure;Casual",6.97790000,3
Action;Casual;Indie;Racing;Strategy,6.66670000,1
Action;Indie;Racing;RPG;Simulation,6.66670000,1
"Violent;Action;Indie;Sports;Early Access",6.66665000,2
Nudity;Violent;Adventure;Casual,6.53355000,2
"Adventure;Casual;Simulation;Early Access",6.33800000,1
"Animation & Modeling;Design & Illustration;Video Production",6.25000000,1
"Violent;Gore;Adventure;Indie;Strategy;Early Access",6.25000000,1
Violent;Gore;Action;Adventure;Simulation,6.12240000,1
"Action;Adventure;Indie;Sports;Early Access",5.00000000,2
"Utilities;Game Development;Early Access",5.00000000,1
"Violent;Action;Adventure;Indie;Early Access",4.85070000,1
"Sexual Content;Nudity;Violent;Gore;Adventure;Indie",4.76190000,1
Action;Adventure;Indie;Racing;Sports,4.75310000,3
Action;Adventure;Indie;RPG;Simulation;Sports,4.27810000,1
Violent;Adventure;Casual;Indie;RPG;Simulation,3.12945000,2
"Sexual Content;Nudity;Violent;Gore;Adventure;Casual",3.07690000,1
"Sexual Content;Nudity;Violent;Action;Casual",2.89860000,1
Violent;Adventure;Indie;RPG;Simulation,2.76850000,1
Violent;Action;Adventure;Casual;Indie;Simulation,2.56410000,1
"Casual;Indie;Audio Production;Early Access",2.32560000,1
"Action;Casual;Indie;RPG;Sports;Early Access",2.08330000,1
"Design & Illustration",1.58150000,2
"Animation & Modeling;Audio Production;Design & Illustration;Education;Early Access",0.00000000,1
"Adventure;Casual;RPG;Strategy;Early Access",0.00000000,1
"Sexual Content;Violent;Action;Indie;Simulation",0.00000000,1
"Gore;Action;Adventure;Casual;Indie;Early Access",0.00000000,1
Casual;RPG;Strategy,0.00000000,2
Casual;Indie;Utilities,0.00000000,1
"Sexual Content;Nudity;Violent;Gore;Adventure;Indie;Simulation;Strategy",0.00000000,1
Violent,0.00000000,1
"Adventure;Indie;Racing;Strategy;Early Access",0.00000000,1
Violent;Gore;Strategy,0.00000000,1
"Sexual Content;Nudity;Indie;RPG;Simulation",0.00000000,1
"Action;Adventure;Simulation;Strategy;Early Access",0.00000000,1
Violent;Gore;Adventure;Casual;RPG,0.00000000,1
Action;Casual;Racing;Sports,0.00000000,1
"Action;Adventure;Casual;Simulation;Sports;Strategy;Early Access",0.00000000,1
Gore;Adventure;Casual;Indie;Simulation,0.00000000,1
"Sexual Content;Violent;Gore;Adventure;Indie;RPG;Early Access",0.00000000,1
"Action;Adventure;Indie;Racing;Early Access",0.00000000,2
Violent;Gore;Adventure;Casual;Indie;RPG,0.00000000,1
Action;Adventure;Indie;Racing;RPG;Sports,0.00000000,1
"Violent;Action;Adventure;Casual;Indie;Early Access",0.00000000,1
"Sexual Content;Violent;Casual;Indie",0.00000000,1
"Sexual Content;Gore;RPG;Simulation;Strategy",0.00000000,1
"Sexual Content;Adventure;Indie;RPG",0.00000000,1
Action;Adventure;Casual;Indie;Sports;Strategy,0.00000000,1
"Casual;Indie;Racing;Strategy;Early Access",0.00000000,1
"Sexual Content;Nudity;Action;Indie;RPG",0.00000000,1
"Sexual Content;Action;Adventure;Casual;Indie;RPG;Early Access",0.00000000,1
"Violent;Action;Indie;Simulation;Early Access",0.00000000,1
"Design & Illustration;Education;Utilities;Early Access",0.00000000,1
"Sexual Content;Nudity;Casual;Indie;Simulation;Strategy",0.00000000,1
"Action;Casual;Massively Multiplayer;Strategy;Early Access",0.00000000,1
"Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",0.00000000,1
"Action;Casual;Indie;Racing;Sports;Strategy;Early Access",0.00000000,1
Action;Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,0.00000000,2
