genres,avaliacoes_positivas_percentual,concorrentes
"Nudity;Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Early Access",49.61240000,1
"Sexual Content;Nudity;Violent;Action;Adventure;Indie",49.50000000,2
"Sexual Content;Nudity;Violent;Gore;Action;Adventure",49.47440000,1
"Action;Massively Multiplayer",49.45134000,5
"Action;Casual;Simulation;Strategy;Early Access",49.10715000,2
Strategy;Indie;Casual;Simulation,49.09090000,1
Violent;Gore;Action;Indie;Simulation,48.74971667,6
Nudity;Casual;Indie;Simulation,48.64860000,1
"Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy",48.62243333,3
Casual;Indie;Racing;Sports,48.52059000,10
"Nudity;Violent;Action;Adventure;Indie;Racing;Simulation;Early Access",48.48480000,1
Casual;Indie;Sports;Strategy,48.42746667,9
"Action;Adventure;Indie;Massively Multiplayer",48.21430000,2
"Violent;Action;Adventure;RPG;Strategy;Early Access",47.61900000,1
Violent;Action;Adventure;Casual;Indie;RPG,47.61900000,1
Action;Adventure;Casual;Indie;Sports,47.52527500,4
"Nudity;Action;Adventure;Casual;Indie;Simulation;Early Access",47.45760000,1
Action;Adventure;Casual;Racing;RPG;Simulation;Sports;Strategy,47.36840000,1
"Sexual Content;Nudity;Gore;Action;Adventure;Casual;Indie;RPG;Simulation",47.22220000,1
Casual;Racing;Simulation;Sports,47.22220000,2
"Indie;Massively Multiplayer;Racing;Simulation;Sports",47.16980000,1
Action;Strategy;Indie,46.91560000,2
Adventure;Simulation;Sports,46.82430000,4
Violent;Gore;Action;Adventure;Casual;Indie,46.72365000,10
"Casual;Indie;Massively Multiplayer;Simulation;Strategy",46.66670000,1
"Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access",46.52370000,1
"Action;Indie;RPG;Simulation;Sports;Early Access",46.46460000,1
"Education;Software Training;Utilities;Video Production",46.15380000,1
"Sports;Strategy;Early Access",46.15380000,1
"Action;Massively Multiplayer;Early Access",45.93442000,5
"Adventure;RPG;Strategy;Early Access",45.88235000,2
"Action;Massively Multiplayer;RPG;Strategy",45.45450000,1
Violent;Action;Simulation,45.25426667,3
"Action;Adventure;Free to Play;Indie;Massively Multiplayer;Strategy;Early Access",45.25420000,1
"Violent;Adventure;Casual;Indie;Strategy;Early Access",45.00000000,1
"Casual;Strategy;Early Access",45.00000000,2
Violent;Gore;Action;Simulation;Strategy,44.90050000,1
"Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Early Access",44.66670000,1
Adventure;Sports,44.57600000,2
Casual;Strategy;Indie,44.44440000,1
Violent;Action;RPG,44.44440000,1
Violent;Action;Adventure;Casual;Indie;RPG;Strategy,44.44440000,1
"Animation & Modeling;Utilities;Video Production",44.44440000,1
"Adventure;Simulation;Early Access",44.43064000,5
"Adventure;Casual;Early Access",44.10190000,4
"Audio Production;Education;Software Training;Video Production;Web Publishing",43.61700000,1
"Action;Casual;Strategy;Early Access",43.61115000,2
Action;Indie;RPG;Simulation,42.96945000,4
"Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy",42.95741667,6
Violent;Gore;Action;Adventure;Casual,42.85715000,2
"Casual;RPG;Early Access",42.85715000,2
"Sexual Content;Adventure;Indie",42.85710000,1
"Gore;Action;Adventure;RPG;Early Access",42.85710000,1
"Sexual Content;Nudity;Violent;Gore;Adventure;Indie;RPG",42.85710000,1
"Action;Adventure;Casual;Massively Multiplayer;RPG;Simulation",42.85710000,1
Violent;Gore;Adventure;Indie;Simulation,42.42046667,3
"Action;Indie;Massively Multiplayer;RPG;Simulation",42.30830000,1
"Adventure;Indie;RPG;Simulation;Strategy;Early Access",42.13625000,4
"Casual;Indie;Massively Multiplayer;Early Access",41.90476667,3
"Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation",41.74603333,3
"Accounting;Animation & Modeling;Audio Production;Design & Illustration;Education;Photo Editing;Software Training;Utilities;Video Production;Web Publishing",41.66670000,1
Violent;Gore;Adventure;Indie;Simulation;Strategy,41.66670000,1
"Audio Production",41.56000000,3
Action;Racing;Simulation,41.42058333,6
"Violent;Action;Free to Play;Indie;Massively Multiplayer",41.17650000,1
"Adventure;Casual;Indie;Massively Multiplayer;Strategy;Early Access",41.17650000,1
Action;Adventure;Casual;Indie;Racing;Sports;Strategy,40.90910000,1
"Action;Adventure;Massively Multiplayer;RPG;Early Access",40.36395000,4
Violent;Action;Adventure;Simulation,40.00000000,1
Action;Adventure;RPG;Simulation,40.00000000,1
"Violent;Action;Adventure;Indie;RPG;Early Access",40.00000000,1
"Action;Adventure;Massively Multiplayer;Racing;Early Access",40.00000000,1
Adventure;Indie;Simulation;Sports,40.00000000,1
Adventure;Racing,39.87656667,3
"Sexual Content;Nudity;Action;Casual;Indie;RPG;Simulation;Strategy",39.60400000,1
Gore;Action,39.25926667,3
"Adventure;Massively Multiplayer;RPG;Simulation;Early Access",39.19930000,1
"Casual;Massively Multiplayer;Simulation;Strategy",39.19353333,3
Violent;Action;Adventure;Indie;Strategy,39.16665000,2
"Nudity;Violent;Gore;Adventure;Indie;RPG;Early Access",39.13040000,1
"Violent;Gore;Simulation;Early Access",39.13040000,1
"Adventure;Casual;Indie;Massively Multiplayer;Simulation",38.92855000,2
"Gore;Action;Indie;RPG;Early Access",38.88890000,1
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Early Access",38.80600000,1
"Violent;Gore;Action;Indie;RPG;Simulation;Early Access",38.77550000,1
Violent;Action;Adventure;Indie;Simulation;Strategy,38.75000000,2
"Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access",38.51850000,1
"Nudity;Adventure;Indie;Early Access",38.46150000,1
"RPG;Simulation;Strategy;Early Access",38.01225000,2
"Nudity;Violent;Indie;Massively Multiplayer;Early Access",37.90320000,1
Indie;Casual;Sports,37.50000000,1
Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,37.50000000,2
"Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access",37.50000000,1
"Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access",37.50000000,1
"Sexual Content;Violent;Gore;Indie",37.50000000,1
"Action;Casual;Indie;Massively Multiplayer;Racing",37.50000000,1
Violent;Strategy,37.14290000,1
"Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access",37.07870000,1
"Action;Adventure;Casual;Free to Play;Indie;Racing;RPG;Simulation;Sports",37.03703333,3
Action;Adventure;Simulation;Strategy,37.00000000,5
Violent;Gore;Action;Adventure;Casual;Indie;RPG,36.79250000,1
"Sexual Content;RPG",36.44500000,2
"Violent;Gore;Adventure;Indie;Early Access",36.36360000,2
Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation,36.36360000,1
Action;Adventure;Casual;Indie;Racing;Simulation;Sports;Strategy,36.11110000,2
Nudity;Violent;Strategy,36.00000000,1
"Gore;Action;Indie;Racing;Early Access",35.71430000,1
Violent;Action;Casual,35.57907500,8
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports,35.55560000,1
Adventure;Casual;Indie;Racing;Simulation;Sports,35.34563333,6
"Gore;Indie;Early Access",35.18520000,1
"Nudity;Action;Indie;Early Access",34.61540000,1
Action;Casual;Indie;Racing;Simulation;Sports;Strategy,34.61540000,2
"Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Early Access",33.61340000,1
Violent;Gore;Action;Adventure;Casual;Indie;Strategy,33.33335000,2
Violent;Action;Indie;RPG;Strategy,33.33335000,2
"Action;Casual;Free to Play",33.33330000,1
"Sexual Content;Action;Strategy",33.33330000,1
Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,33.33330000,1
Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,33.33330000,1
Gore;Adventure;Indie;Racing,33.33330000,1
"Nudity;Adventure;Casual;Indie;RPG;Early Access",33.33330000,1
"Violent;Action;Adventure;Indie;Simulation;Strategy;Early Access",33.33330000,1
Adventure;Racing;Sports,33.33330000,1
"Sexual Content;Violent;Adventure;Casual",33.33330000,1
"Indie;Audio Production;Utilities",33.33330000,1
"Adventure;Casual;Indie;Massively Multiplayer;RPG",33.33330000,1
"Adventure;Massively Multiplayer;RPG",33.33330000,1
"Violent;Adventure;Indie;Simulation;Strategy;Early Access",30.76920000,1
"Violent;Action;Adventure;Indie;Simulation;Early Access",30.76920000,1
"Sexual Content;Action;Adventure;Indie;RPG",30.76920000,1
Violent;Action;Casual;Simulation,30.55555000,2
"Casual;Simulation;Strategy;Early Access",30.24690000,3
"Action;Adventure;Massively Multiplayer;Simulation;Early Access",30.18575000,2
Action;Adventure;Casual;Indie;RPG;Sports,30.00000000,2
Action;Casual;Indie;Racing;Simulation;Strategy,30.00000000,2
"Action;Adventure;Casual;Strategy;Early Access",27.77780000,2
"Violent;Gore;Action;Adventure;Indie;Strategy;Early Access",27.77780000,1
"Action;Adventure;Racing;Simulation;Early Access",27.77780000,2
Violent;Action;Adventure;Indie;RPG;Simulation;Sports,27.50000000,1
Adventure;Casual;Indie;Simulation;Sports,27.23213750,8
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;Early Access",26.78570000,2
"Action;Casual;Free to Play;Indie;Massively Multiplayer",26.66670000,1
"Utilities;Video Production",25.68555000,2
"Violent;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy",25.00000000,1
"Action;Casual;Massively Multiplayer;Simulation;Strategy",25.00000000,1
"Violent;Gore;Action;Indie;Massively Multiplayer;Early Access",25.00000000,1
"Violent;Gore;Casual;Indie;RPG;Simulation;Early Access",25.00000000,1
Violent;Gore;Action;Adventure;Indie;Racing,25.00000000,1
Nudity;Casual;Indie;Sports,25.00000000,1
Violent;Action;Casual;Indie;Simulation,24.62292500,8
Action;Casual;RPG;Strategy,21.42860000,1
"Violent;Gore;Action;Massively Multiplayer;RPG;Simulation",21.42860000,1
Action;Adventure;Casual;Simulation;Strategy,21.11110000,1
"Indie;Massively Multiplayer;Simulation;Sports;Early Access",20.00000000,1
"Gore;Action;Early Access",20.00000000,1
"Violent;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy",20.00000000,1
Adventure;Casual;Indie;Racing;Strategy,20.00000000,1
"Sexual Content;Action;Indie",16.66670000,1
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy",14.15930000,1
"Sexual Content;Casual;Indie;Simulation;Sports",13.33330000,1
"Violent;Action;Adventure;Early Access",12.50000000,2
"Sexual Content;Gore;Adventure;Indie",12.00000000,1
"Casual;Indie;Massively Multiplayer;Sports;Strategy",11.11110000,1
Violent;Action;Simulation;Sports,7.69230000,1
"Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access",7.69230000,1
"Animation & Modeling;Audio Production;Software Training;Utilities;Video Production",0.00000000,1
"Violent;Gore;Action;Indie;Massively Multiplayer",0.00000000,1
"Nudity;Adventure;Casual;Indie;Early Access",0.00000000,1
Violent;Action;Casual;Racing,0.00000000,1
Adventure;Casual;Sports,0.00000000,1
"Action;Casual;Free to Play;Indie;RPG;Simulation;Strategy",0.00000000,1
"Violent;Action;Adventure;Casual;RPG;Early Access",0.00000000,1
"Action;Adventure;Free to Play;Racing;Sports;Early Access",0.00000000,1
"Action;Adventure;Massively Multiplayer;Racing;Simulation",0.00000000,1
"Sexual Content;Violent;RPG",0.00000000,1
"Sexual Content;Violent;Gore;Adventure;Casual;Indie",0.00000000,1
"Adventure;Casual;Indie;Racing;Simulation;Early Access",0.00000000,1
"Sexual Content;Adventure",0.00000000,1
Violent;Gore;Adventure;Indie;Strategy,0.00000000,1
"Action;Casual;Indie;Racing;Simulation;Sports;Strategy;Early Access",0.00000000,1
Action;Casual;RPG;Sports,0.00000000,1
Violent;Gore;Action;Adventure;Casual;Sports,0.00000000,1
"Casual;Massively Multiplayer;Simulation",0.00000000,1
"Action;Casual;Indie;Racing;RPG;Simulation;Sports;Early Access",0.00000000,1
Violent;Gore;Action;Adventure;Casual;Indie;Simulation,0.00000000,1
Violent;Gore;Action;Adventure;Indie;Racing;RPG;Simulation;Strategy,0.00000000,1
Violent;Action;Indie;RPG,0.00000000,1
"Adventure;Casual;Indie;Racing;Early Access",0.00000000,1
"Casual;Simulation;Sports;Early Access",0.00000000,1
